simulation_id,sampling_method,random_seed,model_version,parameter_set,topology,timestamp,feed_flow_m3h,feed_tds_mgL,feed_cod_mgL,feed_pH,temperature_C,stage1_pressure_bar,stage2_pressure_bar,feasible,failure_reason,failure_message,quality_flag,overall_recovery_pct,permeate_flow_m3h,concentrate_flow_m3h,permeate_tds_mgL,concentrate_tds_mgL,overall_tds_rejection_pct,stage1_recovery_pct,stage2_recovery_pct,average_flux_LMH,minimum_flux_LMH,maximum_flux_LMH,maximum_element_recovery_pct,maximum_polarization_modulus,feed_osmotic_pressure_bar,final_concentrate_osmotic_pressure_bar,stage1_pump_power_kW,stage2_booster_power_kW,total_power_kW,SEC_kWh_m3,water_balance_error,solute_balance_error,flux_decline_stage1_pct,flux_decline_stage2_pct,max_element_concentrate_tds_mgL,max_element_osmotic_pressure_bar,dataset_split
SIM_00243,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,35.3573,2118.74,84.13,8.03,20.85,15.293,24.091,1,NONE,,PASS,76.65955653254323,27.10474938188091,8.2525506181191,6.779393310187121,9055.281876283514,99.68002712413099,38.898152954145985,61.8007562849272,48.837386273659305,39.0868994526673,66.96920722599975,31.930567640422325,1.4500814699809554,1.7723793272454467,7.5749711620610665,17.53102099565972,6.937272680713494,24.468293676373214,0.9027308584055707,6.2450045135165055e-15,2.4980018054066022e-14,9.894519005153732,21.884749558208018,9055.281876283514,7.5749711620610665,train
SIM_00244,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,33.0681,1908.49,43.43,6.83,26.47,11.95,14.875,1,NONE,,PASS,55.90834732554474,18.48782820195846,14.580271798041547,6.41441779442212,4320.327521141428,99.6639008957646,31.12250397736388,35.985401298611606,33.31140216569092,29.335525607888243,39.21105977053041,14.901358157817683,1.2428928379188184,1.627018038946042,3.6831478347029023,12.557553565104167,2.669118663546254,15.22667222865042,0.8236052424501339,6.2450045135165055e-15,2.4980018054066022e-14,9.499680065909756,12.010967112322264,4320.327521141428,3.6831478347029023,train
SIM_00245,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,33.3645,2622.81,51.72,6.95,30.42,11.982,20.988,1,NONE,,PASS,62.29921789474096,20.78582255449085,12.578677445509138,8.290090136252447,6943.212295633521,99.68392334418992,28.04238860724749,47.60695724114017,37.451932530614144,26.370070513713543,55.88204189027659,21.548267829271964,1.363477292166241,2.265465021543326,5.997233727531647,12.7071826171875,7.882724264779296,20.589906881966797,0.9905745528227016,1.2490009027033011e-14,2.4980018054066022e-14,11.415821817704478,16.451083477496407,6943.212295633521,5.997233727531647,train
SIM_00246,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,37.0129,2233.7,39.05,9.42,30.79,10.68,17.827,1,NONE,,PASS,50.6447245405969,18.74508124948659,18.267818750513406,6.880165535801169,4518.697420604833,99.69198345633697,22.91027456873758,35.976843628258784,33.77492117024611,24.160590540672487,48.717294327115965,15.015646160322282,1.3102825542581404,1.9317209194402516,3.9078042422899504,12.423418440104166,7.52660719620036,19.950025636304527,1.064280563566559,6.2450045135165055e-15,3.7470027081099033e-14,9.650617320482894,10.468293384708954,4518.697420604833,3.9078042422899504,val
SIM_00247,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,23.9092,2592.13,59.73,7.03,28.7,19.238,27.783,1,NONE,,PASS,91.7201189130624,21.929546671161912,1.9796533288380893,20.21780791067964,31082.40535727997,99.22003109756534,66.60252351549845,75.20806372667113,39.51269670479624,5.4887840085167126,53.96217879401828,47.435453859442546,1.3490150216728845,2.2262792487356546,26.69546436625569,15.12983307986111,2.493947905606035,17.623780985467143,0.8036545966836152,3.1225022567582528e-15,0.0,24.71937185989277,89.276758106156,31082.40535727997,26.69546436625569,train
SIM_00248,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,31.3264,2040.02,70.97,7.2,20.55,14.798,16.309,1,NONE,,PASS,68.67286255282035,21.512735614746713,9.813664385253288,7.214079038762908,6496.175684256378,99.64637214151023,42.19003894935553,45.810139156233845,38.76168579233642,33.35654857748104,41.901676402634195,20.097498379592302,1.2616070310897944,1.7047867111184218,5.428669316776744,14.993978902777776,1.233099926084513,16.22707882886229,0.7543010391360375,0.0,2.4980018054066022e-14,10.955774216491907,18.820835598229444,6496.175684256378,5.428669316776744,train
SIM_00249,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,34.0165,2600.04,28.22,7.18,28.26,14.256,15.509,1,NONE,,PASS,56.93839147260513,19.368447935278724,14.648052064721279,8.67341332473321,6026.485277056426,99.66641231193624,34.83029222432797,33.92388887852302,34.898104387889596,30.979206791760376,37.691095439758165,14.312267917173804,1.2324439023481129,2.2298177385160876,5.168368091139542,15.641389075520834,1.3108637693856264,16.95225284490646,0.8752509701114835,0.0,1.2490009027033011e-14,11.495883623899841,15.465297351733348,6026.485277056426,5.168368091139542,train
SIM_00250,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,39.7722,2477.49,83.63,9.35,20.81,11.335,19.907,1,NONE,,PASS,51.799445361637794,20.601779008121305,19.170420991878693,7.127457520465754,5132.301972656448,99.71231135058201,22.706812800642847,37.63932322516118,37.12032253715551,25.766483058321157,54.9333802469795,15.940362718231588,1.3563117803786366,2.0722007596063774,4.292715630040081,14.254121713541666,9.630108174156566,23.884229887698233,1.1593285161578994,0.0,1.2490009027033011e-14,9.415105546921037,10.571840081085536,5132.301972656448,4.292715630040081,test
SIM_00251,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,35.5174,2915.64,34.78,9.12,34.82,15.047,26.93,1,NONE,,PASS,73.54563329998001,26.1214967616871,9.395903238312897,9.001319258653142,10996.36954357208,99.6912746683866,34.36278162010481,59.69608805341603,47.06575993096775,34.23461499979997,70.90141251041469,29.62480630821081,1.4821003874714438,2.5549005065817947,9.63583642611328,17.30702473090278,9.983149574056158,27.29017430495894,1.0447400680724375,0.0,6.245004513516506e-14,12.106827437627441,24.614495615005914,10996.36954357208,9.63583642611328,train
SIM_00252,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T09:35:12.830813+00:00,38.0121,1506.33,67.23,9.23,32.21,18.272,20.573,1,NONE,,PASS,77.81922170596812,29.5807203740943,8.431379625905688,4.82929387419172,6774.207203980319,99.67940000702424,47.18052517467329,58.00643916399508,53.29859526863838,46.6874889834923,57.5543823821527,29.066131682910644,1.3762012551380052,1.3087718706671663,5.885756663307721,22.779212877604163,1.9178473841772412,24.697060261781402,0.8349039492429052,6.2450045135165055e-15,1.2490009027033011e-14,8.315184871823481,18.88108767548892,6774.207203980319,5.885756663307721,train
