Topology,N_Stage1,N_Stage2,Total_Elements,P1_bar,P2_bar,Overall_Recovery_Pct,Permeate_Flow_m3_h,Permeate_TDS_mg_L,Concentrate_TDS_mg_L,Overall_Salt_Rejection_Pct,Average_Flux_LMH,System_SEC_kWh_m3,Max_Element_Recovery_Pct,Max_Polarization_Modulus,Feasible,Near_70_Pct_Target
Concentrate Staging (A),3,3,18,25.0,20.0,91.05924220478087,27.31777266143426,18.814750259351197,22636.419388000057,99.07816020287353,41.017676668820215,0.9146498957413469,47.97095276440782,1.5303978752067136,False,False
Concentrate Staging (A),4,1,15,25.0,20.0,90.70567391798076,27.211702175394226,14.698265285978003,21816.19002308104,99.27984981450378,49.03009400971932,0.9182151765301937,63.29264566907873,1.522657260109153,False,False
Concentrate Staging (A),2,1,9,25.0,25.0,76.87256146843538,23.061768440530617,5.500645562311653,8806.73192614539,99.73049262311065,69.25455988147333,1.0926886252181602,27.374512341946023,1.536653747297093,True,False
Concentrate Staging (A),2,2,12,25.0,25.0,89.73974223507939,26.921922670523816,9.202138245110422,19811.802699622003,99.54913580376726,60.63496096964824,0.9360153195883412,41.54573604763793,1.536653747297093,False,False
Concentrate Staging (A),3,1,12,25.0,25.0,89.76113424274747,26.928340272824244,9.195050608860575,19853.23830268436,99.54948306668983,60.64941502888343,0.9319911247575269,47.97095276440782,1.5303978752067136,False,False
Concentrate Staging (A),3,2,15,25.0,25.0,92.74628667734984,27.823886003204954,15.432001561660469,27939.99847310088,99.2438999724811,50.133127933702625,0.9019938529014971,47.97095276440782,1.5303978752067136,False,False
Concentrate Staging (A),4,1,15,25.0,25.0,92.60943762974424,27.782831288923273,15.485153981768233,27422.26077595839,99.24129573827692,50.05915547553743,0.9012189595180538,63.29264566907873,1.522657260109153,False,False
Concentrate Staging (A),2,1,9,25.0,30.0,81.62883749563755,24.488651248691266,5.697987454179898,11084.485255611613,99.72082374060854,73.5394932393131,1.12572508938689,29.973282508152334,1.5730328535347649,True,False
Concentrate Staging (A),2,2,12,25.0,30.0,93.22367455269853,27.967102365809556,11.093256052952036,29966.95590954179,99.45647937026203,62.98896929236386,0.98571131021422,52.03455731614428,1.5371369430130049,False,False
Concentrate Staging (A),3,1,12,25.0,30.0,92.28196305163343,27.684588915490025,9.899447348047602,26326.18383727707,99.51497073257973,62.35267773759015,0.9509919446818182,47.97095276440782,1.5303978752067136,False,False
Concentrate Staging (A),3,2,15,25.0,30.0,94.2317534717292,28.269526041518763,17.835402491058296,35092.00547468193,99.1261439249849,50.93608295769146,0.9313145544708298,53.14614158726047,1.5303978752067136,False,False
Concentrate Staging (A),4,1,15,25.0,30.0,93.99967626348057,28.19990287904417,16.441262536399137,33757.26636404958,99.19445063515928,50.8106358180976,0.908463994634692,63.29264566907873,1.522657260109153,False,False
Concentrate Staging (A),2,1,9,25.0,35.0,85.85382364964597,25.756147094893795,6.037039535061762,14391.287937485376,99.70421168373043,77.34578707175314,1.1622719061635791,38.00418949391844,1.712686400741861,False,False
Concentrate Staging (A),2,2,12,25.0,35.0,95.01976277123644,28.505928831370934,13.441151853288682,40725.53487374389,99.34144282933421,64.2025424129976,1.0501550872626677,61.1028030799101,1.6551836640554385,False,False
Concentrate Staging (A),3,1,12,25.0,35.0,94.0724654642058,28.22173963926174,10.807858565314161,34261.002929974915,99.47046258866663,63.56247666500392,0.9765049325256681,47.97095276440782,1.5303978752067136,False,False
Concentrate Staging (A),4,1,15,25.0,35.0,94.99119314783388,28.497357944350167,17.52861577502145,40415.799979541225,99.14117512126303,51.34659089072102,0.9193406132633671,63.29264566907873,1.522657260109153,False,False
Concentrate Staging (A),2,1,9,30.0,15.0,75.1656020487944,22.54968061463832,6.091957975554593,8200.001252747332,99.70152092231481,67.71675860251747,1.3390225682575283,37.01435155650532,1.6885472479929493,False,False
Concentrate Staging (A),2,2,12,30.0,15.0,81.71187618239239,24.513562854717716,8.698402187752796,11121.383432543733,99.57381664930168,55.21072715026512,1.2317479686225605,37.01435155650532,1.6885472479929493,False,False
Concentrate Staging (A),2,1,9,30.0,20.0,80.07331461410237,24.021994384230712,6.2076475164519085,10217.601630399313,99.6958526449558,72.1381212739661,1.2569535554392295,37.01435155650532,1.6885472479929493,False,False
Concentrate Staging (A),2,2,12,30.0,20.0,88.03528285398029,26.410584856194088,9.77793352896494,16986.544217943483,99.52092437388707,59.48329922566236,1.143273858356774,37.01435155650532,1.6885472479929493,False,False
Concentrate Staging (A),3,1,12,30.0,20.0,90.31521473157802,27.09456441947341,12.111880514009354,20961.343724624654,99.40657126339984,61.02379373755273,1.114412868298358,62.85555245356412,1.6781107452745736,False,False
Concentrate Staging (A),3,2,15,30.0,20.0,91.10817187646357,27.33245156293907,17.614864780804634,22773.17319438174,99.13694930030354,49.24766047376409,1.104713610503264,62.85555245356412,1.6781107452745736,False,False
Concentrate Staging (A),2,1,9,30.0,25.0,84.48645857789336,25.345937573368005,6.467136081147421,13121.028206061374,99.68313884952732,76.11392664675077,1.1912966787121977,37.01435155650532,1.6885472479929493,False,False
Concentrate Staging (A),2,2,12,30.0,25.0,91.9573301764316,27.587199052929478,11.528845574214465,25245.328055863607,99.43513740449708,62.133331200291614,1.0945123929423946,43.09245656371236,1.6885472479929493,False,False
Concentrate Staging (A),3,1,12,30.0,25.0,92.39269122888732,27.717807368666193,12.892521700884311,26672.87884959215,99.36832328756078,62.427494073572504,1.0893549712786315,62.85555245356412,1.6781107452745736,False,False
Concentrate Staging (A),2,1,9,30.0,30.0,88.26887107191943,26.480661321575834,6.895496522242748,17346.271066837286,99.66215107681319,79.5215054701977,1.1463330073244606,37.01435155650532,1.6885472479929493,False,False
Concentrate Staging (A),2,2,12,30.0,30.0,94.05573321974742,28.216719965924224,13.789419740703872,34117.41658186406,99.32437923857404,63.55117109442393,1.0758038554928213,52.50995556151926,1.6885472479929493,False,False
Concentrate Staging (A),3,1,12,30.0,30.0,93.88296679221693,28.16489003766508,13.852589551176727,33153.2412701547,99.32128419641467,63.434437021768204,1.0741949854853992,62.85555245356412,1.6781107452745736,False,False
Concentrate Staging (A),2,1,9,30.0,35.0,91.30233848272188,27.390701544816565,7.516910992196403,23387.1699932401,99.63170450797666,82.25435899344313,1.173607492532964,40.54011066656237,1.6885472479929493,False,False
Concentrate Staging (A),2,2,12,30.0,35.0,95.14912661162069,28.544737983486204,16.336741333680443,41754.45473708646,99.19957171319547,64.28995041325722,1.1261596647805325,59.08650310810475,1.6885472479929493,False,False
Concentrate Staging (A),3,1,12,30.0,35.0,94.92553575166262,28.477660725498783,14.949238618095992,39941.346632110944,99.26755322792278,64.13887550788014,1.0858276871442307,62.85555245356412,1.6781107452745736,False,False
Concentrate Staging (A),2,1,9,35.0,15.0,82.07181706419992,24.621545119259977,7.2616467422702815,11351.067990867858,99.644211330609,73.93857393171164,1.437881514415591,48.039147505772384,1.853362052460663,False,False
Concentrate Staging (A),2,2,12,35.0,15.0,85.49164968946492,25.647494906839476,10.679913816529258,14004.828405731396,99.47673131717151,57.76462816855738,1.380363451164674,48.039147505772384,1.853362052460663,False,False
Concentrate Staging (A),2,1,9,35.0,20.0,86.13267687358507,25.83980306207552,7.575872196159935,14670.997999647041,99.62881566897795,77.59700619241897,1.370090340792624,48.039147505772384,1.853362052460663,False,False
Concentrate Staging (A),2,2,12,35.0,20.0,90.06791012032097,27.02037303609629,12.201528260960163,20438.90422947134,99.40217891911023,60.8566960272439,1.3102285647958651,48.039147505772384,1.853362052460663,False,False
Concentrate Staging (A),2,1,9,35.0,25.0,89.5042371052335,26.851271131570048,8.080515444555827,19377.03449180694,99.604090375083,80.63444784255269,1.3184800231564777,48.039147505772384,1.853362052460663,False,False
Concentrate Staging (A),2,2,12,35.0,25.0,92.71660751188115,27.81498225356434,14.285213255098952,27840.80685205199,99.30008754262131,62.64635642694672,1.2727983883145082,48.039147505772384,1.853362052460663,False,False
Concentrate Staging (A),2,1,9,35.0,30.0,92.10504359995426,27.631513079986277,8.791918937233334,25749.378416045613,99.56923474094889,82.97751675671554,1.2812495819845608,48.039147505772384,1.853362052460663,False,False
Concentrate Staging (A),2,2,12,35.0,30.0,94.21709376867736,28.26512813060321,16.70151766103593,35021.565877634916,99.18169928167389,63.66019849234957,1.2525280062325974,52.96774864378152,1.853362052460663,False,False
Concentrate Staging (A),2,1,9,35.0,35.0,93.96422163564452,28.189266490693356,9.701044619858884,33664.00099996704,99.52469159138369,84.65245192400407,1.259940359574571,48.039147505772384,1.853362052460663,False,False
Permeate Polishing (B),3,1,12,15.0,15.0,18.847233029761163,5.654169908928349,0.01188499859897933,2515.0069876916377,99.99941768747678,12.734616912000787,3.7289159590455343,20.132141898009547,1.3306620248996088,True,False
Permeate Polishing (B),3,2,15,15.0,15.0,37.67540352653555,11.302621057960664,0.022282408976019713,3274.777087215451,99.99890826021675,20.36508298731651,1.8654013348265022,63.817848786381695,1.3306427334256032,False,False
Permeate Polishing (B),4,1,15,15.0,15.0,18.84623679577058,5.6538710387311735,0.012971272141180235,2514.9758616455238,99.99936446486325,10.187155024740852,4.059341620994279,28.82926487597307,1.330634728286625,True,False
Permeate Polishing (B),4,2,18,15.0,15.0,37.68359615207524,11.305078845622571,0.017812559098672114,3275.2103163204806,99.99912726315048,16.97459286129515,2.0301489570010776,38.49636260345417,1.33061914068846,False,False
Permeate Polishing (B),5,1,18,15.0,15.0,18.844224403901748,5.653267321170524,0.01516589416509172,2514.9129893880236,99.99925693806149,8.488389371126914,4.341479688509941,37.74862618653304,1.330593081139309,False,False
Permeate Polishing (B),5,2,21,15.0,15.0,37.68130916300611,11.304392748901833,0.019060131764582773,3275.0893680218965,99.99906613759116,14.548768016604676,2.1711511439624323,37.74862618653304,1.330578185572396,False,False
Permeate Polishing (B),6,1,21,15.0,15.0,18.84106019081387,5.652318057244162,0.018617587535775994,2514.8141376017734,99.99908782030693,7.2745406142138505,4.558366659185785,45.34022671311833,1.330531905131041,False,False
Permeate Polishing (B),6,2,24,15.0,15.0,37.675024990646115,11.302507497193835,0.022488982990340738,3274.757072848761,99.99889813900096,12.728048983326392,2.2796125714274047,45.34022671311833,1.3305158777744173,False,False
Permeate Polishing (B),3,1,12,15.0,20.0,25.658686232639997,7.697605869792,0.011178277457803892,2745.441300900137,99.99945231369634,17.33695015718919,3.041555752151781,30.806880048802764,1.4739616216843092,True,False
Permeate Polishing (B),4,1,15,15.0,20.0,25.658181496729398,7.697454449018819,0.011582504985816793,2745.4225215785605,99.99943250832995,13.869287295529404,3.3708818241338876,28.82926487597307,1.4739293599533134,True,False
Permeate Polishing (B),4,2,18,15.0,20.0,51.28038925246795,15.384116775740386,0.025998027453877713,4189.25076944239,99.99872621129575,23.099274438048628,1.686623266875671,73.05466661624367,1.4738991112685946,False,False
Permeate Polishing (B),5,1,18,15.0,20.0,25.656095237968263,7.696828571390479,0.013253494449309108,2745.344902455542,99.99935063721463,11.556799656742461,3.652032438651292,37.74862618653304,1.4738784232770599,False,False
Permeate Polishing (B),5,2,21,15.0,20.0,51.294230173159804,15.38826905194794,0.020449252395922303,4190.447082490589,99.99899807680569,19.804722074579075,1.8266555856649707,49.69055817578691,1.4738503709875783,False,False
Permeate Polishing (B),6,1,21,15.0,20.0,25.652547314798806,7.695764194439643,0.016095828514352456,2745.212912205442,99.99921137537902,9.904458422702243,3.8680536180464267,45.34022671311833,1.4738028170208328,False,False
Permeate Polishing (B),6,2,24,15.0,20.0,51.28940612503467,15.386821837510398,0.022382855875605834,4190.030048094132,99.99890333876161,17.327502069268466,1.934618392952734,45.34022671311833,1.4737731128922034,False,False
Permeate Polishing (B),3,1,12,15.0,25.0,32.46810048455722,9.740430145367165,0.012058475603260036,3022.2696229287935,99.99940918786854,21.93790573280893,2.6427447278405647,46.75386869507035,1.632684981469749,False,False
Permeate Polishing (B),3,2,15,15.0,25.0,44.71105618258944,13.41331685477683,4.663453969037427,3687.7443837764135,99.7715113194984,24.16813847707537,1.9190980644284992,99.89999999999998,1.6326060585798514,False,False
Permeate Polishing (B),4,1,15,15.0,25.0,32.469202544716914,9.740760763415073,0.011360982651381048,3022.3192796309268,99.9994433619475,17.550920294441575,2.9713720790725042,30.027217996073833,1.6326474020146062,True,False
Permeate Polishing (B),5,1,18,15.0,25.0,32.46724191294984,9.740172573884951,0.01260189770580544,3022.2309384736354,99.99938256258179,14.624883744572,3.251953673927535,37.74862618653304,1.6325852736252806,False,False
Permeate Polishing (B),5,2,21,15.0,25.0,64.83783133256257,19.45134939976877,0.04323579288986287,5804.454173896304,99.99788163680108,25.033911711414117,1.6284006489909597,85.54113775698151,1.632535664892547,False,False
Permeate Polishing (B),6,1,21,15.0,25.0,32.46331413375042,9.738994240125129,0.015088302601675476,3022.053978009729,99.99926073970595,12.534098121139161,3.46749551955576,45.34022671311833,1.6324918830031618,False,False
Permeate Polishing (B),6,2,24,15.0,25.0,64.88453698390934,19.465361095172803,0.02842109581427129,5812.201759003874,99.99860749163085,21.920451683753157,1.7348724602385008,64.22384945319968,1.6324403125071452,False,False
Permeate Polishing (B),3,1,12,15.0,30.0,39.26982801172114,11.78094840351634,0.016656022110893693,3360.7569226095425,99.99918392836301,26.533667575487254,2.382681126732995,70.50876906269437,1.8084896207940901,False,False
Permeate Polishing (B),4,1,15,15.0,30.0,39.27857539908563,11.783572619725689,0.01207854754378856,3361.244024053846,99.99940820443196,21.231662377884124,2.7105225943878897,41.64158635519377,1.8084467618250426,False,False
Permeate Polishing (B),4,2,18,15.0,30.0,57.52198720072958,17.256596160218876,3.997247497231844,4799.425795740796,99.80415249891074,25.91080504537369,1.85086557811479,99.8943460636105,1.8083477947158522,False,False
Permeate Polishing (B),5,1,18,15.0,30.0,39.277309893861435,11.78319296815843,0.01274065547244804,3361.1735452526327,99.99937576406307,17.692481934171816,2.990709941731376,37.74862618653304,1.8083712396958735,False,False
Permeate Polishing (B),5,2,21,15.0,30.0,68.41207588208148,20.523622764624445,1.5474282524971623,6457.978576225928,99.92418283917212,26.41392891200057,1.7170512613373647,99.71216803414013,1.8082864063911166,False,True
Permeate Polishing (B),6,1,21,15.0,30.0,39.273083320976085,11.781924996292824,0.01495229292956359,3360.9381792942777,99.99926740358013,15.163352633581498,3.2059454852392197,45.34022671311833,1.8082559498071227,False,False
Permeate Polishing (B),6,2,24,15.0,30.0,76.60236904890124,22.98071071467037,0.536478513633539,8721.348964833089,99.97371491848929,25.879178732736904,1.643648437085941,99.00793962433028,1.808169636891634,False,False
Permeate Polishing (B),3,2,15,15.0,35.0,44.712405069744435,13.41372152092333,5.425147092560059,3687.218242768517,99.73419171521019,24.168867605267263,2.2662626752136643,99.89999999999999,2.0028885988335285,False,False
Permeate Polishing (B),4,1,15,15.0,35.0,46.08414501769917,13.825243505309752,0.014280048962827863,3785.5161896839672,99.99930034057017,24.91034865821577,2.526961285130341,57.18898810975491,2.003162943629877,False,False
Permeate Polishing (B),5,1,18,15.0,35.0,46.08560304458879,13.825680913376635,0.013629839380968902,3785.6191182000775,99.9993321979725,20.759280650715667,2.8067792803277167,40.59661116137534,2.003071540201567,False,False
Permeate Polishing (B),5,2,21,15.0,35.0,68.44701585255616,20.534104755766847,3.5523864788259174,6460.778758477086,99.8259487271521,26.42741924809118,1.8898138090578143,99.8408409247674,2.0029289177085268,False,True
Permeate Polishing (B),6,1,21,15.0,35.0,46.08138821225453,13.824416463676359,0.015509563500144279,3785.321589903594,99.99924009977951,17.792041780793255,3.021791170407329,45.34022671311833,2.002929319987169,False,False
Permeate Polishing (B),6,2,24,15.0,35.0,76.80110471280418,23.04033141384125,2.0231308058262782,8791.135043042208,99.90087551171845,25.946319159731136,1.8131032429887408,99.71960672796878,2.0027878595718946,False,False
Permeate Polishing (B),3,1,12,20.0,15.0,18.84871295832912,5.654613887498736,0.010271526190959555,2515.053227561834,99.99949674051,12.735616863735892,5.084815732698817,32.730958817282826,1.3934826064218944,True,False
Permeate Polishing (B),3,2,15,20.0,15.0,37.69141716215467,11.307425148646402,0.013547273427355459,3275.6240005525974,99.99933624334017,20.373739006570094,2.542813176254608,34.196530888464785,1.3934826064218944,True,False
Permeate Polishing (B),4,1,15,20.0,15.0,18.84586938280618,5.653760814841854,0.013371920849096773,2514.9643824942214,99.99934483484326,10.186956423138476,5.474113918373797,47.344803766593394,1.3893142708387425,False,False
Permeate Polishing (B),4,2,18,20.0,15.0,37.68661874361284,11.305985623083851,0.01616394111532733,3275.370180859724,99.99920803816191,16.97595438901479,2.73742880978831,47.344803766593394,1.3893142708387425,False,False
Permeate Polishing (B),5,1,18,20.0,15.0,18.840593766132447,5.652178129839734,0.019126486645642562,2514.799566885752,99.99906288649458,8.486753948708309,5.714695068248046,57.38448316336087,1.3844164904577287,False,False
Permeate Polishing (B),5,2,21,20.0,15.0,37.675135938974904,11.302540781692471,0.022428436012068634,3274.762939005877,99.99890110553591,14.546384532422742,2.857806497435866,57.38448316336087,1.3844164904577287,False,False
Permeate Polishing (B),6,1,21,20.0,15.0,18.833054739289455,5.649916421786837,0.027355542793651502,2514.56407723602,99.9986596990302,7.271449706289365,5.823420723486629,58.37516589583144,1.3786360247414906,False,False
Permeate Polishing (B),6,2,24,20.0,15.0,37.65808022910752,11.297424068732257,0.03174030551702504,3273.861399698544,99.99844486499182,12.722324401725514,2.9123311806682475,58.37516589583144,1.3786360247414906,False,False
Permeate Polishing (B),3,1,12,20.0,20.0,25.661298718287878,7.698389615486364,0.009086271895719535,2745.538505724107,99.99955481274397,17.338715350194512,4.151646672852064,32.730958817282826,1.4739819700061938,True,False
Permeate Polishing (B),3,2,15,20.0,20.0,51.303893834375636,15.39116815031269,0.016576900530981344,4191.282745406305,99.99918780497154,27.731834505067912,2.0765801088855964,62.2180292891847,1.4739601256104833,False,False
Permeate Polishing (B),4,1,15,20.0,20.0,25.658205252512804,7.6974615757538425,0.011563479350008532,2745.4234054360395,99.9994334405022,13.86930013649341,4.539538057069645,47.344803766593394,1.473912280382274,False,False
Permeate Polishing (B),4,2,18,20.0,20.0,51.30506478224242,15.391519434672725,0.016107785922597383,4191.384025387734,99.99921078951873,23.11038954155064,2.2702709706001714,47.344803766593394,1.4738908726661508,False,False
Permeate Polishing (B),5,1,18,20.0,20.0,25.65217261112693,7.695651783338079,0.016396059331245036,2745.1989731713606,99.99919666539289,11.555032707714833,4.778941794304291,57.38448316336087,1.4737883848330282,False,False
Permeate Polishing (B),5,2,21,20.0,20.0,51.291990465478634,15.38759713964359,0.02134694005416912,4190.2534516074,99.99895409406888,19.803857322578622,2.3900464515708353,57.38448316336087,1.4737618278328204,False,False
Permeate Polishing (B),6,1,21,20.0,20.0,25.643464888034075,7.693039466410222,0.023375581973969026,2744.8750841032593,99.99885469956031,9.90095169422165,4.886679054843143,58.37516589583144,1.4736131746163013,False,False
Permeate Polishing (B),6,2,24,20.0,20.0,51.27095765434855,15.381287296304563,0.02978083729526809,4188.4359569435655,99.9985408702942,17.321269477820454,2.444100685748229,58.37516589583144,1.4735773392892242,False,False
Permeate Polishing (B),3,1,12,20.0,25.0,32.47326777760399,9.741980333281198,0.008788509494050314,3022.502465189422,99.99956940178863,21.941397147029726,3.610078896306858,32.730958817282826,1.6327142360676539,True,False
Permeate Polishing (B),4,1,15,20.0,25.0,32.4700214685201,9.74100644055603,0.010842717110133864,3022.356179805375,99.99946875467369,17.55136295595681,3.997175138098664,47.344803766593394,1.6326286394395697,False,False
Permeate Polishing (B),4,2,18,20.0,25.0,64.90936678420319,19.47281003526096,0.020553941345407428,5816.328950279612,99.9989929475088,29.238453506397835,1.9995321011063172,64.61001920266833,1.6325914594756823,False,False
Permeate Polishing (B),5,1,18,20.0,25.0,32.463128295825406,9.738938488747621,0.015205958624293742,3022.0456058582663,99.99925497507965,14.623030763885316,4.235951325477959,57.38448316336087,1.632474992842552,False,False
Permeate Polishing (B),5,2,21,20.0,25.0,64.89952738228459,19.469858214685377,0.023670769280402737,5814.6927536027315,99.99884023668396,25.05773258003266,2.118847962079288,57.38448316336087,1.6324295680138097,False,False
Permeate Polishing (B),6,1,21,20.0,25.0,32.453040114998835,9.73591203449965,0.021594918211783314,3021.5911941371232,99.99894194423264,12.530131318532368,4.343197548492356,58.37516589583144,1.6322571898072775,False,False
Permeate Polishing (B),6,2,24,20.0,25.0,64.87337392679827,19.46201217803948,0.0319599973893948,5810.348145074084,99.99843410105882,21.91668038067509,2.172693598881291,58.37516589583144,1.632196235331255,False,False
Permeate Polishing (B),3,1,12,20.0,30.0,39.28422585779164,11.785267757337492,0.009122767678808605,3361.5587465144117,99.99955302461152,26.543395849859216,3.2564081169460994,36.85457718424101,1.8085319107660967,False,False
Permeate Polishing (B),3,2,15,20.0,30.0,61.58154781347929,18.474464344043785,1.7943521104153894,5309.675153734819,99.91208465897033,33.28732314242123,2.077334469388825,99.79923476805041,1.808462834757396,False,False
Permeate Polishing (B),4,1,15,20.0,30.0,39.281116983941864,11.78433509518256,0.010748928076148589,3361.385579443568,99.99947334992278,21.233036207536145,3.6429800591874746,47.344803766593394,1.8084269469542043,False,False
Permeate Polishing (B),5,1,18,20.0,30.0,39.27326316863114,11.781978950589341,0.01485817440700663,3360.948193837038,99.9992720149727,17.69065908496898,3.8813740077360643,57.38448316336087,1.8082363889486421,False,False
Permeate Polishing (B),5,2,21,20.0,30.0,78.45989712042042,23.537969136126126,0.037550655083064814,9475.212580017576,99.99816018348442,30.293396571590893,1.9428297570636197,77.61111770349962,1.8081616408827457,False,False
Permeate Polishing (B),6,1,21,20.0,30.0,39.26153418582564,11.778460255747692,0.020998033495025027,3360.295207478884,99.99897118895174,15.158893508040787,3.988345056361671,58.37516589583144,1.8079655374931505,False,False
Permeate Polishing (B),6,2,24,20.0,30.0,78.43847900649621,23.531543701948863,0.043168847769007195,9465.779986612823,99.9978849168168,26.499486150843314,1.99632307712448,69.04544442767391,1.807865863041475,False,False
Permeate Polishing (B),3,1,12,20.0,35.0,46.09321497755195,13.827964493265586,0.01023595285850454,3786.156568362082,99.99949848344643,31.14406417402159,3.007381569542789,49.651864700890535,2.003271784646053,False,False
Permeate Polishing (B),3,2,15,20.0,35.0,61.59934005041452,18.479802015124356,4.854849610544495,5307.225051223277,99.76213377704339,33.29694056779163,2.2503469207789113,99.89999999999998,2.0031521299422863,False,False
Permeate Polishing (B),4,1,15,20.0,35.0,46.09115251820761,13.827345755462282,0.011155418416517009,3786.0109308187775,99.99945343368856,24.914136496328435,3.3935425923865674,47.344803766593394,2.003143331203253,False,False
Permeate Polishing (B),4,2,18,20.0,35.0,76.63487428816428,22.990462286449286,1.470628067241625,8730.4173373059,99.9279457095913,34.52021364331724,2.041006665119299,99.72167837867009,2.00304124928156,False,False
Permeate Polishing (B),5,1,18,20.0,35.0,46.08227755200377,13.824683265601129,0.015112908574005122,3785.3843652169603,99.9992595341218,20.757782681082777,3.631682791734462,57.38448316336087,2.002906972986625,False,False
Permeate Polishing (B),6,1,21,20.0,35.0,46.0685866665866,13.82057599997598,0.02122088497215724,3784.4182039518564,99.99896027021205,17.787099099068186,3.738493835903884,58.37516589583144,2.0025700094108663,False,False
Permeate Polishing (B),6,2,24,20.0,35.0,89.69963344430154,26.909890033290463,0.5798979113758964,19809.778833261942,99.97158755946222,30.30393021766944,1.9200427099713988,98.67319471149165,2.002410951734843,False,False
Permeate Polishing (B),3,1,12,25.0,15.0,18.848142821699245,5.654442846509774,0.010893080053660745,2515.0354136349424,99.99946628711153,12.735231636283274,6.386592019479598,47.97095276440782,1.5303978752067136,False,False
Permeate Polishing (B),3,2,15,25.0,15.0,37.69208358537044,11.307625075611131,0.013183913030368399,3275.6592551203753,99.99935404639734,20.374099235335372,3.1936520106253243,47.97095276440782,1.5303978752067136,False,False
Permeate Polishing (B),4,1,15,25.0,15.0,18.841771420136507,5.6525314260409525,0.017841639432498547,2514.836356131953,99.99912583834237,10.184741308181897,6.7107555675535036,63.29264566907873,1.522657260109153,False,False
Permeate Polishing (B),4,2,18,25.0,15.0,37.678186008350906,11.303455802505272,0.02076408474917797,3274.924213122247,99.99898265140867,16.972155859617526,3.355854828898268,63.29264566907873,1.522657260109153,False,False
Permeate Polishing (B),5,1,18,25.0,15.0,18.83179666804843,5.64953900041453,0.028729403808030265,2514.524784280473,99.99859238589868,8.482791291913708,6.818378245268532,64.85839220248526,1.5129769305505738,False,False
Permeate Polishing (B),5,2,21,25.0,15.0,37.65555233188733,11.296665699566198,0.033121173943683774,3273.7278208062726,99.99837720852798,14.53882329416499,3.4099171242804664,64.85839220248526,1.5129769305505738,False,False
Permeate Polishing (B),6,1,21,25.0,15.0,18.82020309720432,5.646060929161297,0.04139866379104317,2514.162743140724,99.99797164802592,7.266487682318271,6.8442440340030135,73.368159432906,1.5008049187797807,False,False
Permeate Polishing (B),6,2,24,25.0,15.0,37.62899838547031,11.288699515641092,0.04763752558362648,3272.325314078025,99.99766597130898,12.712499454550779,3.4231594858635193,73.368159432906,1.5008049187797807,False,False
Permeate Polishing (B),3,1,12,25.0,20.0,25.660877749612016,7.698263324883604,0.009423343067884043,2745.5228419471996,99.99953829774287,17.33843091190001,5.207681822227952,47.97095276440782,1.5303978752067136,False,False
Permeate Polishing (B),3,2,15,25.0,20.0,51.31240940209969,15.393722820629906,0.01316581321157122,4192.019402151403,99.99935493320864,27.73643751464848,2.604315177482193,47.97095276440782,1.5303978752067136,False,False
Permeate Polishing (B),4,1,15,25.0,20.0,25.65358951210589,7.696076853631767,0.015260815435355063,2745.251682844041,99.9992522873378,13.866805141678858,5.5302082827027155,63.29264566907873,1.522657260109153,False,False
Permeate Polishing (B),4,2,18,25.0,20.0,51.29644409227316,15.388933227681948,0.01956197806064869,4190.638501360547,99.99904154933559,23.10650634787079,2.765682801437566,63.29264566907873,1.522657260109153,False,False
Permeate Polishing (B),5,1,18,25.0,20.0,25.642059771527308,7.692617931458193,0.024502272627641715,2744.82282704636,99.99879949668654,11.55047737456185,5.636445468844607,64.85839220248526,1.5129769305505738,False,False
Permeate Polishing (B),5,2,21,25.0,20.0,51.268363839480834,15.38050915184425,0.030821404307034787,4188.211927971012,99.99848988709911,19.794735073158623,2.81908882568567,64.85839220248526,1.5129769305505738,False,False
Permeate Polishing (B),6,1,21,25.0,20.0,25.628622147135736,7.688586644140721,0.03528345272870823,2744.323174131722,99.99827126640231,9.895220906230016,5.660998230604581,73.368159432906,1.5008049187797807,False,False
Permeate Polishing (B),6,2,24,25.0,20.0,51.23499130414098,15.370497391242298,0.044218943697157065,4185.33165277864,99.99783346674683,17.309118683831414,2.831728491306343,73.368159432906,1.5008049187797807,False,False
Permeate Polishing (B),3,1,12,25.0,25.0,32.47318631963009,9.741955895889026,0.008840049651758603,3022.4987943530423,99.99956687654817,21.94134210785817,4.523485106303349,47.97095276440782,1.6326933365075744,False,False
Permeate Polishing (B),3,2,15,25.0,25.0,64.92077956485797,19.47623386945739,0.016939897599393888,5818.22793428379,99.99917001971585,35.0923132783016,2.262634177464097,65.24588828860712,1.6326628662039848,False,False
Permeate Polishing (B),4,1,15,25.0,25.0,32.46485232609867,9.739455697829602,0.014114507920245222,3022.1232766099074,99.99930845135128,17.548568824918203,4.8451433680203015,63.29264566907873,1.6325077919798978,False,False
Permeate Polishing (B),4,2,18,25.0,25.0,64.90738591213388,19.472215773640162,0.021181346325427227,5815.999476788779,99.99896220743139,29.237561221681922,2.4234046978026607,63.29264566907873,1.6324672595027367,False,False
Permeate Polishing (B),5,1,18,25.0,25.0,32.451480461789586,9.735444138536876,0.022583018849857875,3021.520953277909,99.99889353165851,14.61778399179711,4.950708818679694,64.85839220248526,1.632219785013127,False,False
Permeate Polishing (B),5,2,21,25.0,25.0,64.87163283607983,19.46148985082395,0.03251206608327856,5810.059144986739,99.99840705212722,25.04696248497291,2.4765498181208105,64.85839220248526,1.632158330716782,False,False
