simulation_id,sampling_method,random_seed,model_version,parameter_set,topology,timestamp,feed_flow_m3h,feed_tds_mgL,feed_cod_mgL,feed_pH,temperature_C,stage1_pressure_bar,stage2_pressure_bar,feasible,failure_reason,failure_message,quality_flag,overall_recovery_pct,permeate_flow_m3h,concentrate_flow_m3h,permeate_tds_mgL,concentrate_tds_mgL,overall_tds_rejection_pct,stage1_recovery_pct,stage2_recovery_pct,average_flux_LMH,minimum_flux_LMH,maximum_flux_LMH,maximum_element_recovery_pct,maximum_polarization_modulus,feed_osmotic_pressure_bar,final_concentrate_osmotic_pressure_bar,stage1_pump_power_kW,stage2_booster_power_kW,total_power_kW,SEC_kWh_m3,water_balance_error,solute_balance_error,flux_decline_stage1_pct,flux_decline_stage2_pct,max_element_concentrate_tds_mgL,max_element_osmotic_pressure_bar,dataset_split,operating_classification
SIM_00003,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,37.5022,2196.23,39.75,8.7,34.64,19.579,21.558,1,NONE,,PASS,72.93240066338026,27.351254761582197,10.1509452384178,6.900628891539141,8095.277229569677,99.68579662004711,45.048501114546575,50.74274608406547,49.28154011095891,41.778392170977554,53.28084074040753,23.345971085695297,1.3439194821324305,1.923375168789216,7.089537620294356,24.17557186284722,1.7380862168571078,25.91365807970433,0.9474394613918362,1.2490009027033011e-14,3.7470027081099033e-14,9.996026784523975,19.58604617106962,8095.277229569677,7.089537620294356,train,ENGINEERING_ACCEPTABLE
SIM_00007,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,38.2612,2673.81,76.14,6.91,22.44,10.603,24.954,1,NONE,,PASS,55.69004516003663,21.30767955877193,16.953520441228072,7.583572378707262,6024.801232046934,99.71637579413992,19.352305872278883,45.05738159135702,38.39221542121069,21.091910046157388,66.20251997014987,20.403022755589053,1.4439195796399982,2.2488058397039743,5.067154432694486,12.740116065972224,15.858025515637534,28.59814158160976,1.3421518519991302,0.0,0.0,9.716591312586884,11.29428678381309,6024.801232046934,5.067154432694486,train,ENGINEERING_ACCEPTABLE
SIM_00010,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,28.2249,1768.31,55.76,7.08,26.56,10.66,14.399,1,NONE,,PASS,56.03569222859328,15.816018095828229,12.408881904171771,6.7009964264707405,4013.6081737964655,99.62105080972958,29.541520249071485,37.60253141024187,28.4973299023932,23.74236260419437,35.74025937480679,15.816133531349838,1.2191615646064389,1.5079651896542603,3.4226925205404464,9.4541164609375,2.892567836984717,12.346684297922216,0.7806442951136283,0.0,1.873501354054952e-14,9.698296338932314,11.851548770712048,4013.6081737964655,3.4226925205404464,train,ENGINEERING_ACCEPTABLE
SIM_00011,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,35.5951,2864.58,96.9,6.7,20.52,18.689,21.748,1,NONE,,PASS,70.35135062370045,25.04163360585681,10.553466394143202,9.2029150479802,9639.918462025113,99.67873422812488,42.61438546042582,48.334352408384014,45.12006055109335,38.93196108653623,49.588060105838224,21.444637365445303,1.316635142426812,2.3936035390909947,8.054982911020788,21.846183639756948,2.4887663987966877,24.33495003855364,0.9717796538985424,6.2450045135165055e-15,1.2490009027033011e-14,11.787695988921165,21.489243573066105,9639.918462025113,8.054982911020788,val,ENGINEERING_ACCEPTABLE
SIM_00012,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,37.8294,2003.23,26.88,7.9,26.81,15.816,16.871,1,NONE,,PASS,58.67015453171871,22.194567438422,15.634832561577996,6.09270799209482,4838.284237816745,99.6958557932891,35.67393676290379,35.749456148209035,39.99021160076036,36.73665867405601,42.22899055647656,15.01278467260672,1.2639027548370063,1.7097233386140038,4.1293947675721485,19.443720515625003,1.2716290440330595,20.715349559658065,0.9333522546511452,6.2450045135165055e-15,1.2490009027033011e-14,8.295551450380888,11.485288873266777,4838.284237816745,4.1293947675721485,train,ENGINEERING_ACCEPTABLE
SIM_00013,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,38.2959,2911.17,32.77,9.37,26.16,13.557,24.175,1,NONE,,PASS,59.34830765280616,22.727968550411,15.567931449589013,8.324665302387656,7149.098313556156,99.7140439994096,26.340199561535915,44.81156328796389,40.95129468542522,28.680846600025006,60.96370776424588,19.99296734409058,1.4025099441427988,2.479250866748828,6.088414002053018,16.6796595703125,10.840753790150943,27.520413360463444,1.2108611158723988,0.0,2.4980018054066022e-14,9.96066008254624,13.766321657986696,7149.098313556156,6.088414002053018,test,ENGINEERING_ACCEPTABLE
SIM_00017,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,28.2508,2230.33,40.55,7.8,28.29,12.617,21.178,1,NONE,,PASS,72.18630300621705,20.393208089680368,7.857591910319638,8.14154076624096,7997.688776182202,99.63496250482032,34.492526375416915,57.541185066637546,36.74451908050517,27.474322265779463,53.212939155546295,28.36907997503013,1.3434127205940267,1.9129414905928048,6.859572659116508,11.382472934027778,5.790313835678803,17.17278676970658,0.8420836336386217,0.0,1.2490009027033011e-14,11.27478205470534,20.97122958255663,7997.688776182202,6.859572659116508,train,ENGINEERING_ACCEPTABLE
SIM_00019,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,24.6667,2533.16,73.4,7.32,34.19,12.418,18.893,1,NONE,,PASS,70.96546841761801,17.504839198168582,7.161860801831417,10.459198221391922,8699.08155336685,99.58710866185348,36.51517476947287,54.26539889343426,31.54025080751096,24.95252048961844,43.53556718455483,25.133545905965903,1.2731085447831774,2.215202272444501,7.607188343886009,9.767970375868051,3.765375307016795,13.533345682884848,0.7731202514731329,0.0,3.7470027081099033e-14,14.069498187074672,25.36948313024495,8699.08155336685,7.607188343886009,train,ENGINEERING_ACCEPTABLE
SIM_00020,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,32.6626,2248.32,55.66,9.0,34.54,17.0,17.253,1,NONE,,PASS,67.3746031206224,22.00629711887641,10.656302881123578,7.770731190775963,6875.271154535725,99.65437610345607,43.22860921860388,42.53197529543547,39.65098579977732,31.784914830687235,44.77487249223068,19.25392920731633,1.2819023053719634,1.9683539008398017,6.019146205327428,18.130861824652776,0.4526297790489932,18.58349160370177,0.844462451057309,6.2450045135165055e-15,2.4980018054066022e-14,11.034643788215469,18.55816127553864,6875.271154535725,6.019146205327428,train,ENGINEERING_ACCEPTABLE
SIM_00021,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,29.9501,2577.15,81.94,6.78,22.91,13.821,18.079,1,NONE,,PASS,63.86082488669943,19.126380914391365,10.823719085608632,9.17901302498094,7114.960976570439,99.64383085870124,35.41264561299308,44.04605134194704,34.46194759349795,29.8177586626172,42.01231561362468,19.074084451743737,1.262382568171439,2.170956449397456,5.993547298099378,13.319215044270832,3.1622029437932637,16.481417988064095,0.8617112699905968,0.0,6.245004513516507e-14,11.72768735763662,17.94137173536388,7114.960976570439,5.993547298099378,val,ENGINEERING_ACCEPTABLE
SIM_00022,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,32.4859,2293.37,54.55,7.19,20.42,12.61,21.749,1,NONE,,PASS,65.79865146286745,21.37528411557566,11.11061588442434,7.3849456309493,6691.288218880975,99.67798717036722,30.244724855405547,50.9695166906916,38.51402543346966,27.94575785225429,56.11208370430239,24.0333875438901,1.36522055802933,1.9156558033443825,5.589244259909757,13.08093266753472,7.544887874739195,20.625820542273917,0.9649378427323158,0.0,3.7470027081099033e-14,9.868016623607648,15.34702089416762,6691.288218880975,5.589244259909757,train,ENGINEERING_ACCEPTABLE
SIM_00023,latin_hypercube,42,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:20:41.404130+00:00,37.4636,1813.6,43.57,8.59,23.12,13.338,23.62,1,NONE,,PASS,66.20986144223957,24.804597651274864,12.659002348725132,5.229774385411734,5356.998967410127,99.71163573084408,29.937428018125296,51.77148425766902,44.69296874103579,32.31647336447075,64.82436197664681,25.049096083140338,1.432909030938761,1.5288358719459438,4.51586468204344,16.032274447916667,9.781011289821574,25.81328573773824,1.0406653677936812,6.2450045135165055e-15,1.2490009027033011e-14,7.649091889855178,11.804851973847386,5356.998967410127,4.51586468204344,train,ENGINEERING_ACCEPTABLE
