simulation_id,sampling_method,random_seed,model_version,parameter_set,topology,timestamp,feed_flow_m3h,feed_tds_mgL,feed_cod_mgL,feed_pH,temperature_C,stage1_pressure_bar,stage2_pressure_bar,feasible,failure_reason,failure_message,quality_flag,overall_recovery_pct,permeate_flow_m3h,concentrate_flow_m3h,permeate_tds_mgL,concentrate_tds_mgL,overall_tds_rejection_pct,stage1_recovery_pct,stage2_recovery_pct,average_flux_LMH,minimum_flux_LMH,maximum_flux_LMH,maximum_element_recovery_pct,maximum_polarization_modulus,feed_osmotic_pressure_bar,final_concentrate_osmotic_pressure_bar,stage1_pump_power_kW,stage2_booster_power_kW,total_power_kW,SEC_kWh_m3,water_balance_error,solute_balance_error,flux_decline_stage1_pct,flux_decline_stage2_pct,max_element_concentrate_tds_mgL,max_element_osmotic_pressure_bar,dataset_split,ood_classification
SIM_00011,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,43.2528,3411.57,138.51,8.65,37.49,14.363,25.81,1,NONE,,PASS,54.20186559319795,23.44382452129472,19.808975478705268,9.079598236451002,7438.400564765173,99.73385865638252,23.663741899440023,40.00474277050516,42.24112526359409,29.08452436327069,63.42579304303924,17.11991642805444,1.4218212315017733,3.0153889842054453,6.574589154876042,20.049099541666667,13.639236767816843,33.68833630948351,1.4369812518807838,1.2490009027033011e-14,7.494005416219808e-14,10.083938668290992,12.820203982618214,7438.400564765173,6.574589154876042,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00012,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,42.4201,3468.16,114.63,7.01,36.55,15.738,26.284,1,NONE,,PASS,58.08727750964731,24.640681206869896,17.77941879313011,9.288906386481566,8261.845381117197,99.73216615189376,27.14519464804932,42.47088810699775,44.39762379616197,32.64217234693016,63.59793899479794,18.438138634441632,1.4231813547300598,3.056131308409189,7.280311270087918,21.688380815104164,11.79973172954829,33.48811254465245,1.359057903614932,6.2450045135165055e-15,2.4980018054066022e-14,10.452952351513389,14.597074875333298,8261.845381117197,7.280311270087918,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00013,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,44.0868,3464.59,137.18,8.77,37.59,19.505,24.875,1,NONE,,PASS,61.0169915536908,26.90043903229256,17.18636096770744,9.227848743116498,8872.992573356178,99.73365250309224,34.43052856507216,40.5470143449356,48.46925951764425,42.918174314168645,57.23965541514221,17.146754472360634,1.3737976266975824,3.063237631224196,7.845108584934281,28.30701680208333,5.841720266790946,34.14873706887428,1.26944906095698,0.0,4.9960036108132044e-14,10.79102269006191,16.02933305488026,8872.992573356178,7.845108584934281,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00014,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,43.418,3415.9,129.28,7.75,36.38,15.593,18.787,1,NONE,,PASS,46.541887212392574,20.207556589876607,23.210443410123396,9.857986277687518,6381.280088765182,99.71140881531404,26.388077732580385,27.37845835161975,36.41001187365154,32.54505392092601,41.77136498292773,10.546357355678165,1.2606942105639385,3.0084276784338373,5.620076595591177,21.979985607638888,4.043932088551691,26.02391769619058,1.2878309943334665,0.0,4.9960036108132044e-14,10.115209140379774,11.472642037440938,6381.280088765182,5.620076595591177,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00015,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,43.3351,3293.59,125.68,7.96,37.7,16.554,17.051,1,NONE,,PASS,46.52084158729992,20.159853222698008,23.175246777301982,9.654526649069686,6150.243815673992,99.70686920202364,28.915930851958983,24.76632379988915,36.32405986071713,32.21895639411275,39.58244640844274,11.369545630836274,1.2454593579300983,2.9130778214658983,5.43969919025978,23.384026226562497,1.0129070058873546,24.39693323244985,1.2101741497294884,6.2450045135165055e-15,2.4980018054066022e-14,10.061300013474831,11.616672219068269,6150.243815673992,5.43969919025978,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00016,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,42.9239,3335.89,142.98,9.95,36.13,15.764,26.474,1,NONE,,PASS,58.5630383630248,25.137540023906404,17.7863599760936,8.841280780529743,8038.022446058497,99.7349648585376,27.298288434710784,43.00414564550788,45.29286490793947,33.28640270403441,64.89433747348653,18.80314359330482,1.4334660593279285,2.935588906273709,7.07347350213238,21.98471242795139,12.09248386359711,34.0771962915485,1.3556297179095596,0.0,2.4980018054066022e-14,10.095752230867577,14.22913260334005,8038.022446058497,7.07347350213238,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00017,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,43.1293,3430.12,131.51,8.93,36.27,15.094,19.493,1,NONE,,PASS,46.78740642728414,20.17908088024266,22.95021911975735,9.871572469693149,6437.388439988061,99.71220912184724,25.38164191752026,28.68699480910973,36.35870428872551,31.09013571751985,44.06618284683304,11.173315285453882,1.2768662355482616,3.019877839697682,5.667477142329124,21.086558714409723,5.418483988192785,26.50504270260251,1.313491078206322,6.2450045135165055e-15,2.4980018054066022e-14,10.15646136263326,11.470444227428542,6437.388439988061,5.667477142329124,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00018,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,43.6915,3450.56,121.32,7.87,36.98,19.349,19.436,1,NONE,,PASS,54.0280042911384,23.60564549486273,20.085854505137256,9.64137228547687,7494.455930926116,99.72058528802638,34.43995410194166,29.878030011838163,42.532694585338255,35.60811656507179,47.69898946401197,14.151085140915413,1.3028924733861371,3.044843968517194,6.613259569054967,27.81654240017361,0.5340943723109826,28.35063677248459,1.201010867449251,1.2490009027033011e-14,4.9960036108132044e-14,10.821742788854744,13.964491497121143,7494.455930926116,6.613259569054967,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00019,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,43.2404,3473.46,111.78,6.59,37.12,12.894,25.627,1,NONE,,PASS,50.85629707080477,21.990466278604263,21.24993372139573,9.352606287001892,7058.287031729017,99.73074092440962,20.15264968879881,38.45293207894812,39.62246176325093,24.745338031591324,63.45064842051303,16.297535184501484,1.422017533251088,3.066435028437827,6.231186941799333,17.837791052083332,15.804180313612704,33.64197136569604,1.5298434757806003,0.0,2.4980018054066022e-14,10.233789880851711,11.880205484077283,7058.287031729017,6.231186941799333,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00020,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,44.8457,3325.97,139.22,8.28,36.43,14.501,20.508,1,NONE,,PASS,46.013242684676015,20.63496077464175,24.210739225358243,9.273542443810165,6152.810629111459,99.7211778084646,23.43473691458997,29.489229005716705,37.18010950385901,29.947543930634357,48.10314798411435,11.619393372458408,1.3058205470047404,2.929698327673941,5.4197358997833085,21.002346881076384,7.698230048841909,28.70057692991829,1.3908714071891213,6.2450045135165055e-15,7.494005416219808e-14,9.609842375131256,10.581103010175076,6152.810629111459,5.4197358997833085,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00021,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,42.3107,3206.26,143.68,9.83,37.86,15.866,27.993,1,NONE,,PASS,62.12108035350048,26.283863945128527,16.02683605487147,8.502728885957424,8450.552557541923,99.73480850317948,28.23086053219184,47.22115950200296,47.358313414646,33.94026306788479,69.71320657952542,21.409499560122136,1.4723513139355071,2.8372968107619467,7.47809779016359,21.820494771701387,13.260885420403469,35.08138019210485,1.334711679581908,6.2450045135165055e-15,2.4980018054066022e-14,10.043568806671162,15.367440151669951,8450.552557541923,7.47809779016359,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00022,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,42.4835,3396.34,115.61,8.0,36.04,16.872,27.234,1,NONE,,PASS,61.7750346201854,26.244196832866464,16.23930316713353,9.06094131780906,8870.492272975489,99.73321453924493,29.93141263302742,45.44635932273374,47.28684114029994,36.035268340015975,65.98947463403498,20.17574061264436,1.4422119803052116,2.987915277878426,7.803776825855476,23.39358352864583,11.175248779565438,34.56883230821127,1.3171990946554553,6.2450045135165055e-15,2.4980018054066022e-14,10.47122677544619,15.94654164685486,8870.492272975489,7.803776825855476,ood,OOD_ENGINEERING_ACCEPTABLE
SIM_00023,latin_hypercube_ood,101,2.0.0,manufacturer_reconciled,concentrate_staging_3x2,2026-09-08T13:22:01.192852+00:00,44.809,3455.09,142.73,9.56,37.6,18.886,28.565,1,NONE,,PASS,63.88688600516278,28.62707475005339,16.18192524994661,8.938029677461145,9551.598822693555,99.74130833994307,32.62168745865865,46.40246596754813,51.58031486496106,41.42448687778252,68.63609985302485,20.70782600374359,1.463569212006632,3.054936458828462,8.445374066536488,27.80764078993056,10.61840938774632,38.42605017767688,1.3422974758399029,0.0,2.4980018054066022e-14,10.433629786731291,16.794879200693956,9551.598822693555,8.445374066536488,ood,OOD_ENGINEERING_ACCEPTABLE
